board,turn,move_num,result,material_balance_pawn,material_balance_knight,material_balance_bishop,material_balance_rook,material_balance_queen,mobility_pawn,mobility_knight,mobility_bishop,mobility_rook,mobility_queen,mobility_king
rnb1k2r/pp3p2/1q1b3p/2pPp1p1/4B2B/2P2QN1/P4PPP/1N2R1K1 b kq - 1 15,0,15,0,1,-3,0,5,0,4,-4,2,-2,0,3
rnbqk2r/pp3p2/3b3p/2pPp1p1/4B2B/2P2QN1/P4PPP/1N2R1K1 w kq - 2 16,1,16,2,-1,3,0,-5,0,-6,4,-2,2,4,-2
rnbqk2r/pp3p2/3b3p/2pPp1pN/4B2B/2P2Q2/P4PPP/1N2R1K1 b kq - 3 16,0,16,0,1,-3,0,5,0,3,-3,1,-2,-5,2
r1bqk2r/pp1n1p2/3b3p/2pPp1pN/4B2B/2P2Q2/P4PPP/1N2R1K1 w kq - 4 17,1,17,2,-1,3,0,-5,0,-3,2,3,1,6,-1
r1bqk2r/pp1n1pN1/3b3p/2pPp1p1/4B2B/2P2Q2/P4PPP/1N2R1K1 b kq - 5 17,0,17,0,1,-3,0,5,0,-6,-6,-7,-5,-12,0
r1bq1k1r/pp1n1pN1/3b3p/2pPp1p1/4B2B/2P2Q2/P4PPP/1N2R1K1 w - - 6 18,1,18,2,-1,3,0,-5,0,-4,3,4,2,6,-1
r1bq1k1r/pp1n1p2/3bN2p/2pPp1p1/4B2B/2P2Q2/P4PPP/1N2R1K1 b - - 7 18,0,18,0,1,-3,0,5,0,-6,-10,-7,-5,-12,1
r1bq3r/pp1nkp2/3bN2p/2pPp1p1/4B2B/2P2Q2/P4PPP/1N2R1K1 w - - 8 19,1,19,2,-1,3,0,-5,0,-4,6,5,0,6,1
r1bq3r/pp1nkp2/3bN2p/2pPp1B1/4B3/2P2Q2/P4PPP/1N2R1K1 b - - 0 19,0,19,0,0,-3,0,5,0,-5,-8,-13,-5,-12,-1
r1bq3r/pp1nkp2/3bN3/2pPp1p1/4B3/2P2Q2/P4PPP/1N2R1K1 w - - 0 20,1,20,2,0,3,-3,-5,0,-2,6,3,-5,6,1
r1bN3r/pp1nkp2/3b4/2pPp1p1/4B3/2P2Q2/P4PPP/1N2R1K1 b - - 0 20,0,20,0,0,-3,3,5,-9,1,-2,-3,6,-12,1
r1bN3r/pp2kp2/3b1n2/2pPp1p1/4B3/2P2Q2/P4PPP/1N2R1K1 w - - 1 21,1,21,2,0,3,-3,-5,9,1,-2,-2,-6,11,-2
r1b4r/pp2kN2/3b1n2/2pPp1p1/4B3/2P2Q2/P4PPP/1N2R1K1 b - - 0 21,0,21,0,-1,-3,3,5,-9,-1,0,2,6,-11,2
r1b4r/pp3k2/3b1n2/2pPp1p1/4B3/2P2Q2/P4PPP/1N2R1K1 w - - 0 22,1,22,2,1,0,-3,-5,9,1,2,-4,-6,11,-3
r1b4r/pp3k2/3b1n2/2pPp1p1/4B3/2P2QP1/P4P1P/1N2R1K1 b - - 0 22,0,22,0,-1,0,3,5,-9,0,-2,4,6,-11,2
r6r/pp1b1k2/3b1n2/2pPp1p1/4B3/2P2QP1/P4P1P/1N2R1K1 w - - 1 23,1,23,2,1,0,-3,-5,9,0,2,-8,-13,11,-2
r6r/pp1b1k2/3b1n2/2pPp1p1/4B3/2PQ2P1/P4P1P/1N2R1K1 b - - 2 23,0,23,0,-1,0,3,5,-9,-2,5,7,13,-11,2
r7/pp1b1k2/3b1n2/2pPp1p1/4B3/2PQ2P1/P4P1r/1N2R1K1 w - - 0 24,1,24,2,0,0,-3,-5,9,0,-5,-7,-11,11,-3
r7/pp1b1k2/3b1n2/2pPp1p1/2P1B3/3Q2P1/P4P1r/1N2R1K1 b - - 0 24,0,24,0,0,0,3,5,-9,0,4,7,11,-11,3
7r/pp1b1k2/3b1n2/2pPp1p1/2P1B3/3Q2P1/P4P1r/1N2R1K1 w - - 1 25,1,25,2,0,0,-3,-5,9,0,-4,-7,-15,11,-4
7r/pp1b1k2/3b1n2/2pPp1p1/2P5/3Q2P1/P4PBr/1N2R1K1 b - - 2 25,0,25,0,0,0,3,5,-9,1,4,8,12,-15,4
7r/pp3k2/3b1n2/2pPp1p1/2P5/3Q2Pb/P4PBr/1N2R1K1 w - - 3 26,1,26,2,0,0,-3,-5,9,-1,-5,-5,-6,15,-3
7r/pp3k2/3b1n2/2pPp1p1/2P5/3Q2PB/P4P1r/1N2R1K1 b - - 0 26,0,26,0,0,0,0,5,-9,1,5,-3,9,-15,3
7r/pp3k2/3b1n2/2pPp1p1/2P5/3Q2Pr/P4P2/1N2R1K1 w - - 0 27,1,27,2,0,0,-3,-5,9,-1,-5,-4,-11,15,-3
7r/pp3k2/3b1n2/2pPp1p1/2P5/5QPr/P4P2/1N2R1K1 b - - 1 27,0,27,0,0,0,3,5,-9,3,-3,4,11,-15,4
7r/pp3k2/3b1n2/2pPp1p1/2P5/5QP1/P4P1r/1N2R1K1 w - - 2 28,1,28,2,0,0,-3,-5,9,-3,3,-4,-13,15,-5
7r/pp3k2/3b1n2/2pPp1p1/2P5/5QP1/P4P1r/1N2RK2 b - - 3 28,0,28,0,0,0,3,5,-9,3,-3,4,14,-15,4
8/pp3k2/3b1n2/2pPp1p1/2P5/5QPr/P4P1r/1N2RK2 w - - 4 29,1,29,2,0,0,-3,-5,9,-3,3,-4,-3,15,-4
8/pp3k2/3b1n2/2pPpQp1/2P5/6Pr/P4P1r/1N2RK2 b - - 5 29,0,29,0,0,0,3,5,-9,1,-3,4,3,-15,3
8/pp3k2/3b1n2/2pP1Qp1/2P1p3/6Pr/P4P1r/1N2RK2 w - - 0 30,1,30,2,0,0,-3,-5,9,-1,3,-7,-4,13,-3
8/pp3k2/3b1n2/2pP1Qp1/2P1p3/6Pr/P2N1P1r/4RK2 b - - 1 30,0,30,0,0,0,3,5,-9,1,-4,7,2,-13,3
8/pp3k2/5n2/2pP1Qp1/2P1p3/6br/P2N1P1r/4RK2 w - - 0 31,1,31,2,-1,0,-3,-5,9,0,4,-7,-1,13,-3
8/pp3k2/5n2/2pP1Qp1/2P1N3/6br/P4P1r/4RK2 b - - 0 31,0,31,0,0,0,3,5,-9,-1,-7,7,2,-12,3
8/pp3k2/5n2/2pP1Qp1/2P1N3/6br/P4P2/4RK1r w - - 1 32,1,32,2,0,0,-3,-5,9,-5,0,-8,-9,0,-3
8/pp3k2/5n2/2pP1Qp1/2P1N3/6br/P3KP2/4R2r b - - 2 32,0,32,0,0,0,3,5,-9,-1,-7,8,3,-12,0
8/pp3k2/5n2/2pP1Qp1/2P1N3/6br/P3KP2/4r3 w - - 0 33,1,33,2,0,0,-3,-10,9,-5,0,-8,-15,0,-1
8/pp3k2/5n2/2pP1Qp1/2P1N3/6br/P4P2/4K3 b - - 0 33,0,33,0,0,0,3,5,-9,1,-7,8,7,-12,1
8/pp3k2/5n2/2pPbQp1/2P1N3/7r/P4P2/4K3 w - - 1 34,1,34,2,0,0,-3,-5,9,0,7,-10,-14,12,-1
8/pp3k2/5n2/2pPbQN1/2P5/7r/P4P2/4K3 b - - 0 34,0,34,0,-1,0,3,5,-9,-5,-6,0,0,-15,1
8/pp4k1/5n2/2pPbQN1/2P5/7r/P4P2/4K3 w - - 1 35,1,35,2,1,0,-3,-5,9,1,-2,-10,-14,15,0
8/pp4k1/5n2/2pPQ1N1/2P5/7r/P4P2/4K3 b - - 0 35,0,35,0,-1,0,0,5,-9,-1,-6,0,14,-18,1
8/pp4k1/5n2/2pPQ1Nr/2P5/8/P4P2/4K3 w - - 1 36,1,36,2,1,0,0,-5,9,1,6,0,-8,18,-1
8/ppQ3k1/5n2/2pP2Nr/2P5/8/P4P2/4K3 b - - 2 36,0,36,0,-1,0,0,5,-9,-5,-5,0,0,-17,1
8/ppQ5/5nk1/2pP2Nr/2P5/8/P4P2/4K3 w - - 3 37,1,37,2,1,0,0,-5,9,1,-1,0,-8,18,1
8/ppQ5/5nk1/2pP3r/2P5/5N2/P4P2/4K3 b - - 4 37,0,37,0,-1,0,0,5,-9,1,0,0,11,-18,-2
8/ppQ5/6k1/2pP3r/2P1n3/5N2/P4P2/4K3 w - - 5 38,1,38,2,1,0,0,-5,9,-1,0,0,-11,18,0
8/ppQ5/6k1/2pPN2r/2P1n3/8/P4P2/4K3 b - - 6 38,0,38,0,-1,0,0,5,-9,-5,-7,0,1,-14,1
8/ppQ5/8/2pPNk1r/2P1n3/8/P4P2/4K3 w - - 7 39,1,39,2,1,0,0,-5,9,1,0,0,-8,14,0
8/ppQ5/8/2pP1k1r/2P1n3/5N2/P4P2/4K3 b - - 8 39,0,39,0,-1,0,0,5,-9,1,0,0,8,-18,0
8/ppQ5/8/2pP1knr/2P5/5N2/P4P2/4K3 w - - 9 40,1,40,2,1,0,0,-5,9,-1,1,0,-7,18,0
8/ppQ5/8/2pP1knr/2P5/5N2/P3KP2/8 b - - 10 40,0,40,0,-1,0,0,5,-9,1,-2,0,7,-18,-2
8/ppQ5/8/2pP2nr/2P1k3/5N2/P3KP2/8 w - - 11 41,1,41,2,1,0,0,-5,9,-1,3,0,-7,18,3
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0,1,2,0,0,0,0,0,1,-1,-5,0,-2,-1
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,1,2,0,0,0,0,0,0,1,-2,5,-1,2,1
rnbqkb1r/pppppppp/5n2/8/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,0,2,2,0,0,0,0,0,0,1,-6,1,-6,-2
rnbqkb1r/p1pppppp/1p3n2/8/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,1,3,0,0,0,0,0,0,1,-1,4,-1,6,2
rnbqkb1r/p1pppppp/1p3n2/8/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,0,3,2,0,0,0,0,0,0,1,-1,1,-9,-2
rnbqkb1r/p1ppppp1/1p3n1p/8/2PP4/4P3/PP3PPP/RNBQKBNR w KQkq - 0 4,1,4,0,0,0,0,0,0,1,-2,1,-2,9,2
rnbqkb1r/p1ppppp1/1p3n1p/8/2PP4/4PQ2/PP3PPP/RNB1KBNR b KQkq - 1 4,0,4,2,0,0,0,0,0,1,3,-1,2,-14,-3
rnbqkb1r/p1p1ppp1/1p3n1p/3p4/2PP4/4PQ2/PP3PPP/RNB1KBNR w KQkq - 0 5,1,5,0,0,0,0,0,0,0,-4,-4,-2,9,2
rnbqkb1r/p1p1ppp1/1p3n1p/3P4/3P4/4PQ2/PP3PPP/RNB1KBNR b KQkq - 0 5,0,5,2,-1,0,0,0,0,0,5,1,2,-7,-2
rnb1kb1r/p1p1ppp1/1p3n1p/3q4/3P4/4PQ2/PP3PPP/RNB1KBNR w KQkq - 0 6,1,6,0,0,0,0,0,0,-1,-4,-1,-2,-8,1
rnb1kb1r/p1p1ppp1/1p3n1p/3q4/3P1Q2/4P3/PP3PPP/RNB1KBNR b KQkq - 1 6,0,6,2,0,0,0,0,0,0,3,1,2,8,-1
rnb1kb1r/p1pqppp1/1p3n1p/8/3P1Q2/4P3/PP3PPP/RNB1KBNR w KQkq - 2 7,1,7,0,0,0,0,0,0,1,-2,4,-2,1,2
rnb1kb1r/p1pqppp1/1p3n1p/8/3P1Q2/2N1P3/PP3PPP/R1B1KBNR b KQkq - 3 7,0,7,2,0,0,0,0,0,-1,-2,-4,1,-1,-2
rnb1kb1r/p1pq1pp1/1p2pn1p/8/3P1Q2/2N1P3/PP3PPP/R1B1KBNR w KQkq - 0 8,1,8,0,0,0,0,0,0,2,2,-1,-1,4,1
rnb1kb1r/p1pq1pp1/1p2pn1p/8/3P1Q2/2N1P3/PP2BPPP/R1B1K1NR b KQkq - 1 8,0,8,2,0,0,0,0,0,-2,0,-3,1,-4,-1
rnb1kb1r/p1pq1pp1/1p2p2p/3n4/3P1Q2/2N1P3/PP2BPPP/R1B1K1NR w KQkq - 2 9,1,9,0,0,0,0,0,0,-1,0,3,-1,7,1
rnb1kb1r/p1pq1pp1/1p2p2p/3n4/3P2Q1/2N1P3/PP2BPPP/R1B1K1NR b KQkq - 3 9,0,9,2,0,0,0,0,0,1,0,-1,1,-6,-1
rnb1kb1r/p1pq1pp1/1p2p2p/8/3P2Q1/2n1P3/PP2BPPP/R1B1K1NR w KQkq - 0 10,1,10,0,0,-3,0,0,0,1,-8,1,-1,4,0
rnb1kb1r/p1pq1pp1/1p2p2p/8/3P2Q1/2n1PB2/PP3PPP/R1B1K1NR b KQkq - 1 10,0,10,2,0,3,0,0,0,1,8,-1,1,-3,0
rnb1kb1r/p1pq1pp1/1p2p2p/3n4/3P2Q1/4PB2/PP3PPP/R1B1K1NR w KQkq - 2 11,1,11,0,0,-3,0,0,0,-3,-6,-2,-1,5,2
rnb1kb1r/p1pq1pp1/1p2p2p/3n4/3P2Q1/4PB1N/PP3PPP/R1B1K2R b KQkq - 3 11,0,11,2,0,3,0,0,0,5,5,2,-1,-4,-3
r1b1kb1r/p1pq1pp1/1pn1p2p/3n4/3P2Q1/4PB1N/PP3PPP/R1B1K2R w KQkq - 4 12,1,12,0,0,-3,0,0,0,-3,-10,-2,0,7,3
r1b1kb1r/p1pq1pp1/1pn1p2p/3n3Q/3P4/4PB1N/PP3PPP/R1B1K2R b KQkq - 5 12,0,12,2,0,3,0,0,0,-1,10,1,0,-6,-3
r1b1kb1r/p1pq1p2/1pn1p1pp/3n3Q/3P4/4PB1N/PP3PPP/R1B1K2R w KQkq - 0 13,1,13,0,0,-3,0,0,0,-1,-10,-2,0,5,3
r1b1kb1r/p1pq1p2/1pn1p1pp/3n4/3P2Q1/4PB1N/PP3PPP/R1B1K2R b KQkq - 1 13,0,13,2,0,3,0,0,0,2,10,3,0,-6,-3
r3kb1r/pbpq1p2/1pn1p1pp/3n4/3P2Q1/4PB1N/PP3PPP/R1B1K2R w KQkq - 2 14,1,14,0,0,-3,0,0,0,-2,-10,-3,-2,5,2
r3kb1r/pbpq1p2/1pn1p1pp/3n4/3P2Q1/4PB1N/PP1B1PPP/R3K2R b KQkq - 3 14,0,14,2,0,3,0,0,0,2,10,0,0,-5,-2
2kr1b1r/pbpq1p2/1pn1p1pp/3n4/3P2Q1/4PB1N/PP1B1PPP/R3K2R w KQ - 4 15,1,15,0,0,-3,0,0,0,-2,-9,0,2,6,4
2kr1b1r/pbpq1p2/1pn1p1pp/3n4/3P1NQ1/4PB2/PP1B1PPP/R3K2R b KQ - 5 15,0,15,2,0,3,0,0,0,0,5,0,-2,-5,-4
2kr1b1r/pbpq1p2/1pn1p1pp/8/1n1P1NQ1/4PB2/PP1B1PPP/R3K2R w KQ - 6 16,1,16,0,0,-3,0,0,0,0,-3,2,2,3,4
2kr1b1r/pbpq1p2/1pn1p1pp/8/1n1P1NQP/4PB2/PP1B1PP1/R3K2R b KQ - 0 16,0,16,2,0,3,0,0,0,1,3,-2,-4,-2,-4
2kr1b1r/1bpq1p2/1pn1p1pp/p7/1n1P1NQP/4PB2/PP1B1PP1/R3K2R w KQ - 0 17,1,17,0,0,-3,0,0,0,0,-3,2,4,2,4
2kr1b1r/1bpq1p2/1pn1p1pp/p7/1n1P1NQP/4PB2/PP1B1PP1/R4RK1 b - - 1 17,0,17,2,0,3,0,0,0,0,3,-3,-5,-2,-1
2kr1br1/1bpq1p2/1pn1p1pp/p7/1n1P1NQP/4PB2/PP1B1PP1/R4RK1 w - - 2 18,1,18,0,0,-3,0,0,0,0,-3,3,5,2,1
2kr1br1/1bpq1p2/1pn1p1pp/p7/1n1P1NQP/P3PB2/1P1B1PP1/R4RK1 b - - 0 18,0,18,2,0,3,0,0,0,0,3,-3,-6,-2,-1
2kr1br1/1bpq1p2/1pn1p1p1/p6p/1n1P1NQP/P3PB2/1P1B1PP1/R4RK1 w - - 0 19,1,19,0,0,-3,0,0,0,-1,-3,2,6,2,1
2kr1br1/1bpq1p2/1pn1p1p1/p6p/1n1P1N1P/P3PB1Q/1P1B1PP1/R4RK1 b - - 1 19,0,19,2,0,3,0,0,0,-1,4,-4,-6,-1,-1
2kr1br1/1bpq1p2/1pn1p1p1/p2n3p/3P1N1P/P3PB1Q/1P1B1PP1/R4RK1 w - - 2 20,1,20,0,0,-3,0,0,0,0,-6,2,6,3,1
2kr1br1/1bpq1p2/1pn1p1p1/p2n3p/3P3P/P2NPB1Q/1P1B1PP1/R4RK1 b - - 3 20,0,20,2,0,3,0,0,0,0,6,-2,-6,-3,-1
1k1r1br1/1bpq1p2/1pn1p1p1/p2n3p/3P3P/P2NPB1Q/1P1B1PP1/R4RK1 w - - 4 21,1,21,0,0,-3,0,0,0,0,-5,1,5,2,-1
1k1r1br1/1bpq1p2/1pn1p1p1/p2n3p/1P1P3P/P2NPB1Q/3B1PP1/R4RK1 b - - 0 21,0,21,2,0,3,0,0,0,1,5,0,-5,-2,1
1k1r2r1/1bpq1p2/1pnbp1p1/p2n3p/1P1P3P/P2NPB1Q/3B1PP1/R4RK1 w - - 1 22,1,22,0,0,-3,0,0,0,-1,-5,-2,2,3,-2
1k1r2r1/1bpq1p2/1pnbp1p1/P2n3p/3P3P/P2NPB1Q/3B1PP1/R4RK1 b - - 0 22,0,22,2,-1,3,0,0,0,0,5,2,-2,-3,2
1k1r2r1/2pq1p2/bpnbp1p1/P2n3p/3P3P/P2NPB1Q/3B1PP1/R4RK1 w - - 1 23,1,23,0,1,-3,0,0,0,-1,-5,-4,2,3,-3
1k1r2r1/2pq1p2/bPnbp1p1/3n3p/3P3P/P2NPB1Q/3B1PP1/R4RK1 b - - 0 23,0,23,2,-2,3,0,0,0,-1,6,3,-2,-3,2
1k1r2r1/2pq1p2/1Pnbp1p1/3n3p/3P3P/P2bPB1Q/3B1PP1/R4RK1 w - - 0 24,1,24,0,2,-6,0,0,0,1,-13,-7,2,3,-2
1k1r2r1/2pq1p2/1Pnbp1p1/3n3p/3P3P/P2bPB2/3B1PP1/R4RKQ b - - 1 24,0,24,2,-2,6,0,0,0,-1,13,7,-2,1,3
1kr3r1/2pq1p2/1Pnbp1p1/3n3p/3P3P/P2bPB2/3B1PP1/R4RKQ w - - 2 25,1,25,0,2,-6,0,0,0,1,-14,-7,1,-1,-2
1kr3r1/2pq1p2/1Pnbp1p1/3n3p/3P3P/P2bPB2/3B1PP1/RR4KQ b - - 3 25,0,25,2,-2,6,0,0,0,-1,14,7,-1,1,2
1kr3r1/2pq1p2/1Pnbp1p1/3n3p/3P3P/P3PB2/3B1PP1/Rb4KQ w - - 0 26,1,26,0,2,-6,0,-5,0,1,-14,-3,-6,-1,-1
1kr3r1/1Ppq1p2/2nbp1p1/3n3p/3P3P/P3PB2/3B1PP1/Rb4KQ b - - 0 26,0,26,2,-2,6,0,5,0,-4,14,3,6,1,1
1kr3r1/1Ppq1p2/2nbp1p1/3n3p/3P3P/P2bPB2/3B1PP1/R5KQ w - - 1 27,1,27,0,2,-6,0,-5,0,4,-14,-7,-2,-1,-2
1kB3r1/2pq1p2/2nbp1p1/3n3p/3P3P/P2bPB2/3B1PP1/R5KQ b - - 0 27,0,27,2,-1,6,-3,0,0,0,14,4,0,2,3
1kq3r1/2p2p2/2nbp1p1/3n3p/3P3P/P2bPB2/3B1PP1/R5KQ w - - 0 28,1,28,0,1,-6,0,0,0,0,-14,-7,1,-4,-3
1kq3r1/2p2p2/2nbp1p1/3n3p/3PP2P/P2b1B2/3B1PP1/R5KQ b - - 0 28,0,28,2,-1,6,0,0,0,-1,14,4,-1,4,3
1kq3r1/2p2p2/3bp1p1/3n3p/3nP2P/P2b1B2/3B1PP1/R5KQ w - - 0 29,1,29,0,0,-6,0,0,0,-1,-14,-4,1,-4,-3
1kq3r1/2p2p2/3bp1p1/3n3p/3nP2P/P2b1BP1/3B1P2/R5KQ b - - 0 29,0,29,2,0,6,0,0,0,2,14,2,-1,3,1
1k4r1/2p2p2/q2bp1p1/3n3p/3nP2P/P2b1BP1/3B1P2/R5KQ w - - 1 30,1,30,0,0,-6,0,0,0,-2,-14,-1,0,-8,-2
1k4r1/2p2p2/q2bp1p1/3P3p/3n3P/P2b1BP1/3B1P2/R5KQ b - - 0 30,0,30,2,0,3,0,0,0,4,7,1,0,8,2
1k4r1/2p2p2/q2b2p1/3Pp2p/3n3P/P2b1BP1/3B1P2/R5KQ w - - 0 31,1,31,0,0,-3,0,0,0,-4,-8,2,0,-8,-2
1k4r1/2p2p2/q2b2p1/3Pp2p/1B1n3P/P2b1BP1/5P2/R5KQ b - - 1 31,0,31,2,0,3,0,0,0,4,8,0,0,8,2
1k4r1/2p2p2/q5p1/3Pp2p/1b1n3P/P2b1BP1/5P2/R5KQ w - - 0 32,1,32,0,0,-3,-3,0,0,-2,-8,-11,0,-11,-2
1k4r1/2p2p2/q5p1/3Pp2p/1b1n3P/P2b2P1/5PB1/R5KQ b - - 1 32,0,32,2,0,3,3,0,0,0,8,13,0,12,3
1k4r1/2p2p2/q5p1/2bPp2p/3n3P/P2b2P1/5PB1/R5KQ w - - 2 33,1,33,0,0,-3,-3,0,0,0,-8,-11,0,-12,-3
1k4r1/2p2p2/q5p1/2bPp2p/3n3P/P2b2P1/5PB1/4R1KQ b - - 3 33,0,33,2,0,3,3,0,0,0,8,11,-3,12,3
6r1/k1p2p2/q5p1/2bPp2p/3n3P/P2b2P1/5PB1/4R1KQ w - - 4 34,1,34,0,0,-3,-3,0,0,0,-8,-10,1,-10,-3
6r1/k1p2p2/q5p1/2bPp2p/3n3P/P2bR1P1/5PB1/6KQ b - - 5 34,0,34,2,0,3,3,0,0,0,8,10,2,10,3
3r4/k1p2p2/q5p1/2bPp2p/3n3P/P2bR1P1/5PB1/6KQ w - - 6 35,1,35,0,0,-3,-3,0,0,0,-8,-10,-4,-10,-3
3r4/k1p2p2/q5p1/2bPR2p/3n3P/P2b2P1/5PB1/6KQ b - - 0 35,0,35,2,-1,3,3,0,0,-1,8,10,0,10,3
2r5/k1p2p2/q5p1/2bPR2p/3n3P/P2b2P1/5PB1/6KQ w - - 1 36,1,36,0,1,-3,-3,0,0,1,-8,-10,3,-9,-3
2r5/k1p2p2/q2P2p1/2b1R2p/3n3P/P2b2P1/5PB1/6KQ b - - 0 36,0,36,2,-1,3,3,0,0,-1,8,4,-5,7,1
2r5/k1p2p2/q2P2p1/2b1R2p/7P/P2b2P1/4nPB1/6KQ w - - 1 37,1,37,0,1,-3,-3,0,0,-5,-6,-13,-6,-9,0
2r5/k1p2p2/q2P2p1/2b1R2p/7P/P2b2P1/4nPBK/7Q b - - 2 37,0,37,2,-1,3,3,0,0,-1,6,5,-4,2,1
2r5/k1p2p2/3q2p1/2b1R2p/7P/P2b2P1/4nPBK/7Q w - - 0 38,1,38,0,0,-3,-3,0,0,0,-6,-5,4,-5,-2
2r5/k1p2p2/3q2p1/2bR3p/7P/P2b2P1/4nPBK/7Q b - - 1 38,0,38,2,0,3,3,0,0,1,6,9,-1,6,4
2r5/k1p2p2/3q2p1/3R3p/7P/P2b2P1/4nbBK/7Q w - - 0 39,1,39,0,-1,-3,-3,0,0,-4,-6,-10,3,-9,-4
2r5/k1p2p2/3q2p1/R6p/7P/P2b2P1/4nbBK/7Q b - - 1 39,0,39,2,1,3,3,0,0,-1,0,-7,-10,-6,1
2r5/2p2p2/1k1q2p1/R6p/7P/P2b2P1/4nbBK/7Q w - - 2 40,1,40,0,-1,-3,-3,0,0,-4,-6,-5,4,-8,0
2r5/2p2p2/1k1q2p1/4R2p/7P/P2b2P1/4nbBK/7Q b - - 3 40,0,40,2,1,3,3,0,0,3,6,5,-6,6,1
2r5/2p2p2/1k1q2p1/4R2p/7P/P2b2b1/4n1BK/7Q w - - 0 41,1,41,0,-2,-3,-3,0,0,-5,-5,-13,-7,-13,-1
2r5/2p2p2/1k1q2p1/4R2p/7P/P2b2bK/4n1B1/7Q b - - 1 41,0,41,2,2,3,3,0,0,4,5,6,-6,5,2
2r5/2pq1p2/1k4p1/4R2p/7P/P2b2bK/4n1B1/7Q w - - 2 42,1,42,0,-2,-3,-3,0,0,-5,-5,-13,-5,-13,-2
2r5/2pq1p2/1k2R1p1/7p/7P/P2b2bK/4n1B1/7Q b - - 3 42,0,42,2,2,3,3,0,0,1,0,-6,0,-5,4
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,0,1,1,0,0,0,0,0,1,0,0,0,-3,0
rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,1,2,1,0,0,0,0,0,0,0,0,0,0,0
rnbqkbnr/pp1ppppp/8/2p5/2P5/6P1/PP1PPP1P/RNBQKBNR b KQkq - 0 2,0,2,1,0,0,0,0,0,1,0,-2,0,0,0
rnbqkbnr/pp2pppp/3p4/2p5/2P5/6P1/PP1PPP1P/RNBQKBNR w KQkq - 0 3,1,3,1,0,0,0,0,0,0,-1,-3,0,-1,-1
rnbqkbnr/pp2pppp/3p4/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 1 3,0,3,1,0,0,0,0,0,0,-2,3,-1,1,1
r1bqkbnr/pp2pppp/2np4/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 2 4,1,4,1,0,0,0,0,0,0,0,-3,0,-1,-1
r1bqkbnr/pp2pppp/2np4/2p5/2P5/2N3P1/PP1PPPBP/R1BQK1NR b KQkq - 3 4,0,4,1,0,0,0,0,0,0,0,-1,0,1,0
r2qkbnr/pp2pppp/2np4/2p5/2P3b1/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 4 5,1,5,1,0,0,0,0,0,-1,0,-2,-1,-3,0
r2qkbnr/pp2pppp/2np4/2p5/2P3b1/2N3PP/PP1PPPB1/R1BQK1NR b KQkq - 0 5,0,5,1,0,0,0,0,0,1,1,3,0,3,0
r2qkbnr/pp2pppp/2npb3/2p5/2P5/2N3PP/PP1PPPB1/R1BQK1NR w KQkq - 1 6,1,6,1,0,0,0,0,0,1,-1,-2,0,-3,0
r2qkbnr/pp2pppp/2npb3/2p5/2P5/1PN3PP/P2PPPB1/R1BQK1NR b KQkq - 0 6,0,6,1,0,0,0,0,0,0,1,0,0,5,0
r2qkbnr/pp2pppp/2np4/2p2b2/2P5/1PN3PP/P2PPPB1/R1BQK1NR w KQkq - 1 7,1,7,1,0,0,0,0,0,-1,-1,-3,0,-5,0
r2qkbnr/pp2pppp/2np4/2p2b2/2P5/1PNP2PP/P3PPB1/R1BQK1NR b KQkq - 0 7,0,7,1,0,0,0,0,0,2,1,-4,0,4,-1
r2qkbnr/pp2pppp/2np2b1/2p5/2P5/1PNP2PP/P3PPB1/R1BQK1NR w KQkq - 1 8,1,8,1,0,0,0,0,0,-1,-1,8,0,-4,1
r2qkbnr/pp2pppp/2np2b1/2p5/2P5/1PNP1NPP/P3PPB1/R1BQK2R b KQkq - 2 8,0,8,1,0,0,0,0,0,3,-5,-4,-2,4,-2
r2qkb1r/pp2pppp/2np1nb1/2p5/2P5/1PNP1NPP/P3PPB1/R1BQK2R w KQkq - 3 9,1,9,1,0,0,0,0,0,-1,1,4,1,-4,2
r2qkb1r/pp2pppp/2np1nb1/2p5/2P5/1PNP1NPP/P2QPPB1/R1B1K2R b KQkq - 4 9,0,9,1,0,0,0,0,0,1,-1,1,-1,-1,-2
