board,turn,move_num,result
r4rk1/4n3/p1nb4/3pp2P/5PB1/p7/PP3N2/1KBR3R w - - 1 29,1,29,0
r4rk1/4n3/p1nbB3/3pp2P/5P2/p7/PP3N2/1KBR3R b - - 2 29,0,29,2
r4r2/4n2k/p1nbB3/3pp2P/5P2/p7/PP3N2/1KBR3R w - - 3 30,1,30,0
r4r2/4n2k/p1nbB3/3ppP1P/8/p7/PP3N2/1KBR3R b - - 0 30,0,30,2
r4r2/4n2k/p2bB3/3ppP1P/3n4/p7/PP3N2/1KBR3R w - - 1 31,1,31,0
r4r2/4n2k/p2bB3/3ppP1P/3n2N1/p7/PP6/1KBR3R b - - 2 31,0,31,2
r4r2/4n2k/p2bB3/3ppn1P/6N1/p7/PP6/1KBR3R w - - 0 32,1,32,0
r4r2/4n2k/p2bB3/3ppnBP/6N1/p7/PP6/1K1R3R b - - 1 32,0,32,2
r4r2/4n2k/p2bB3/3pp1BP/3n2N1/p7/PP6/1K1R3R w - - 2 33,1,33,0
r4r2/4n2k/p2b4/3Bp1BP/3n2N1/p7/PP6/1K1R3R b - - 0 33,0,33,2
r4r2/7k/p2b4/3np1BP/3n2N1/p7/PP6/1K1R3R w - - 0 34,1,34,0
r4r2/7k/p2b4/3np1BP/3n2N1/p6R/PP6/1K1R4 b - - 1 34,0,34,2
r7/7k/p2b4/3nprBP/3n2N1/p6R/PP6/1K1R4 w - - 2 35,1,35,0
r7/7k/p2b4/3npr1P/3n2N1/p6R/PP6/1KBR4 b - - 3 35,0,35,2
r7/7k/3b4/p2npr1P/3n2N1/p6R/PP6/1KBR4 w - - 0 36,1,36,0
r7/7k/3b4/p2npr1P/3n2N1/p2R4/PP6/1KBR4 b - - 1 36,0,36,2
r7/7k/8/p2npr1P/1b1n2N1/p2R4/PP6/1KBR4 w - - 2 37,1,37,0
r7/7k/8/p2npr1P/1b1n2N1/P2R4/P7/1KBR4 b - - 0 37,0,37,2
r7/7k/3b4/p2npr1P/3n2N1/P2R4/P7/1KBR4 w - - 1 38,1,38,0
r7/7k/3b4/p2npr1P/3n2N1/PR6/P7/1KBR4 b - - 2 38,0,38,2
2r5/7k/3b4/p2npr1P/3n2N1/PR6/P7/1KBR4 w - - 3 39,1,39,0
2r5/7k/3b4/p2npr1P/3n2N1/PR6/PB6/1K1R4 b - - 4 39,0,39,2
8/2r4k/3b4/p2npr1P/3n2N1/PR6/PB6/1K1R4 w - - 5 40,1,40,0
8/2r4k/3b4/p2nNr1P/3n4/PR6/PB6/1K1R4 b - - 0 40,0,40,2
8/2r4k/3b4/p2nNr1P/8/Pn6/PB6/1K1R4 w - - 0 41,1,41,0
8/2r4k/3b4/p2nNr1P/8/PP6/1B6/1K1R4 b - - 0 41,0,41,2
8/2r4k/3b4/p3Nr1P/8/PPn5/1B6/1K1R4 w - - 1 42,1,42,0
8/2r4k/3b4/p3Nr1P/8/PPB5/8/1K1R4 b - - 0 42,0,42,2
8/2r4k/8/p3br1P/8/PPB5/8/1K1R4 w - - 0 43,1,43,0
8/2r4k/8/p3br1P/8/PP6/8/1K1RB3 b - - 1 43,0,43,2
8/2r4k/8/p3b2r/8/PP6/8/1K1RB3 w - - 0 44,1,44,0
8/2r4k/8/B3b2r/8/PP6/8/1K1R4 b - - 0 44,0,44,2
8/5r1k/8/B3b2r/8/PP6/8/1K1R4 w - - 1 45,1,45,0
8/5r1k/8/4b2r/8/PPB5/8/1K1R4 b - - 2 45,0,45,2
8/5r1k/8/7r/5b2/PPB5/8/1K1R4 w - - 3 46,1,46,0
8/5r1k/8/7r/5b2/PPB5/8/1K2R3 b - - 4 46,0,46,2
8/5r1k/8/2r5/5b2/PPB5/8/1K2R3 w - - 5 47,1,47,0
8/5r1k/8/2r5/5b2/PPB5/1K6/4R3 b - - 6 47,0,47,2
8/2r4k/8/2r5/5b2/PPB5/1K6/4R3 w - - 7 48,1,48,0
8/2r4k/4R3/2r5/5b2/PPB5/1K6/8 b - - 8 48,0,48,2
8/2r4k/4R3/8/5b2/PPr5/1K6/8 w - - 0 49,1,49,0
8/2r4k/1R6/8/5b2/PPr5/1K6/8 b - - 1 49,0,49,2
8/2r4k/1R6/8/5b2/PP6/1Kr5/8 w - - 2 50,1,50,0
8/2r4k/1R6/8/5b2/PP6/2r5/K7 b - - 3 50,0,50,2
8/2r4k/1R6/8/5b2/PP6/8/K1r5 w - - 4 51,1,51,0
8/2r4k/1R6/8/5b2/PP6/K7/2r5 b - - 5 51,0,51,2
8/2r4k/1R6/8/5b2/PP6/K1r5/8 w - - 6 52,1,52,0
8/2r4k/1R6/8/5b2/PP6/2r5/1K6 b - - 7 52,0,52,2
8/2r4k/1R6/8/5b2/PP6/8/1Kr5 w - - 8 53,1,53,0
8/2r4k/1R6/8/5b2/PP6/K7/2r5 b - - 9 53,0,53,2
8/7k/1R6/8/5b2/PP6/K1r5/2r5 w - - 10 54,1,54,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,2
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0,1,0
r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,1,2,2
r1bqkbnr/pppppppp/2n5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,0,2,0
r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,1,3,2
r1bqkbnr/ppp1pppp/2n5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,0,3,0
r2qkbnr/ppp1pppp/2n5/3pPb2/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,1,4,2
r2qkbnr/ppp1pppp/2n5/3pPb2/3P4/8/PPP1BPPP/RNBQK1NR b KQkq - 2 4,0,4,0
r2qkbnr/ppp1pppp/8/3pPb2/1n1P4/8/PPP1BPPP/RNBQK1NR w KQkq - 3 5,1,5,2
r2qkbnr/ppp1pppp/8/3pPb2/1n1P4/N7/PPP1BPPP/R1BQK1NR b KQkq - 4 5,0,5,0
r2qkbnr/ppp1p1pp/5p2/3pPb2/1n1P4/N7/PPP1BPPP/R1BQK1NR w KQkq - 0 6,1,6,2
r2qkbnr/ppp1p1pp/5p2/3pPb2/1n1P4/N4N2/PPP1BPPP/R1BQK2R b KQkq - 1 6,0,6,0
r2qkbnr/1pp1p1pp/p4p2/3pPb2/1n1P4/N4N2/PPP1BPPP/R1BQK2R w KQkq - 0 7,1,7,2
r2qkbnr/1pp1p1pp/p4p2/3pPb2/1n1P4/N1P2N2/PP2BPPP/R1BQK2R b KQkq - 0 7,0,7,0
r2qkbnr/1pp3pp/p3pp2/3pPb2/1n1P4/N1P2N2/PP2BPPP/R1BQK2R w KQkq - 0 8,1,8,2
r2qkbnr/1pp3pp/p3pp2/3pPb2/1P1P4/N4N2/PP2BPPP/R1BQK2R b KQkq - 0 8,0,8,0
r2qkbnr/1pp3pp/p3p3/3ppb2/1P1P4/N4N2/PP2BPPP/R1BQK2R w KQkq - 0 9,1,9,2
r2qkbnr/1pp3pp/p3p3/3ppb2/1P1P4/N4N2/PP2BPPP/R1BQ1RK1 b kq - 1 9,0,9,0
r2qkbnr/1pp3pp/p3p3/3p1b2/1P1Pp3/N4N2/PP2BPPP/R1BQ1RK1 w kq - 0 10,1,10,2
r2qkbnr/1pp3pp/p3p3/3p1bN1/1P1Pp3/N7/PP2BPPP/R1BQ1RK1 b kq - 1 10,0,10,0
r2qkbnr/1pp3p1/p3p2p/3p1bN1/1P1Pp3/N7/PP2BPPP/R1BQ1RK1 w kq - 0 11,1,11,2
r2qkbnr/1pp3p1/p3p2p/3p1bNB/1P1Pp3/N7/PP3PPP/R1BQ1RK1 b kq - 1 11,0,11,0
r2qkbnr/1pp5/p3p1pp/3p1bNB/1P1Pp3/N7/PP3PPP/R1BQ1RK1 w kq - 0 12,1,12,2
r2qkbnr/1pp5/p3N1pp/3p1b1B/1P1Pp3/N7/PP3PPP/R1BQ1RK1 b kq - 0 12,0,12,0
r2qkbnr/1pp5/p3b1pp/3p3B/1P1Pp3/N7/PP3PPP/R1BQ1RK1 w kq - 0 13,1,13,2
r2qkbnr/1pp5/p3b1pp/3p4/1P1Pp1B1/N7/PP3PPP/R1BQ1RK1 b kq - 1 13,0,13,0
r3kbnr/1pp5/p3bqpp/3p4/1P1Pp1B1/N7/PP3PPP/R1BQ1RK1 w kq - 2 14,1,14,2
r3kbnr/1pp5/p3bqpp/3p4/1P1Pp1B1/N4P2/PP4PP/R1BQ1RK1 b kq - 0 14,0,14,0
r3kbn1/1pp4r/p3bqpp/3p4/1P1Pp1B1/N4P2/PP4PP/R1BQ1RK1 w q - 1 15,1,15,2
r3kbn1/1pp4r/p3bqpp/3p4/1P1PP1B1/N7/PP4PP/R1BQ1RK1 b q - 0 15,0,15,0
r3kbn1/1pp4r/p4qpp/3p4/1P1PP1b1/N7/PP4PP/R1BQ1RK1 w q - 0 16,1,16,2
r3kbn1/1pp4r/p4qpp/3p4/1P1PP1Q1/N7/PP4PP/R1B2RK1 b q - 0 16,0,16,0
r3kbn1/1pp4r/p4qp1/3p3p/1P1PP1Q1/N7/PP4PP/R1B2RK1 w q - 0 17,1,17,2
r3kbn1/1pp4r/p4qp1/3p3p/1P1PP3/N4Q2/PP4PP/R1B2RK1 b q - 1 17,0,17,0
r3kbn1/1pp4r/p5p1/3p3p/1P1PP3/N4q2/PP4PP/R1B2RK1 w q - 0 18,1,18,2
r3kbn1/1pp4r/p5p1/3p3p/1P1PP3/N4P2/PP5P/R1B2RK1 b q - 0 18,0,18,0
r3kbn1/1pp2r2/p5p1/3p3p/1P1PP3/N4P2/PP5P/R1B2RK1 w q - 1 19,1,19,2
r3kbn1/1pp2r2/p5p1/3p3p/1P1PP3/N3BP2/PP5P/R4RK1 b q - 2 19,0,19,0
2r1kbn1/1pp2r2/p5p1/3p3p/1P1PP3/N3BP2/PP5P/R4RK1 w - - 3 20,1,20,2
2r1kbn1/1pp2r2/p5p1/3p3p/1P1PP3/N4P2/PP1B3P/R4RK1 b - - 4 20,0,20,0
2r1k1n1/1pp2rb1/p5p1/3p3p/1P1PP3/N4P2/PP1B3P/R4RK1 w - - 5 21,1,21,2
2r1k1n1/1pp2rb1/p5p1/3p3p/1P1PP3/N1B2P2/PP5P/R4RK1 b - - 6 21,0,21,0
2r1k1n1/1pp2r2/p5pb/3p3p/1P1PP3/N1B2P2/PP5P/R4RK1 w - - 7 22,1,22,2
2r1k1n1/1pp2r2/p5pb/3p3p/1P1PP3/N1B2P2/PP4KP/R4R2 b - - 8 22,0,22,0
2r1k3/1pp1nr2/p5pb/3p3p/1P1PP3/N1B2P2/PP4KP/R4R2 w - - 9 23,1,23,2
2r1k3/1pp1nr2/p5pb/3p3p/1P1PP3/2B2P2/PPN3KP/R4R2 b - - 10 23,0,23,0
2r1k3/1pp1nr2/p6b/3p2pp/1P1PP3/2B2P2/PPN3KP/R4R2 w - - 0 24,1,24,2
2r1k3/1pp1nr2/p6b/3p2pp/1P1PP3/2B1NP2/PP4KP/R4R2 b - - 1 24,0,24,0
2r1k3/1p2nr2/p1p4b/3p2pp/1P1PP3/2B1NP2/PP4KP/R4R2 w - - 0 25,1,25,2
2r1k3/1p2nr2/p1p4b/3p2pp/1P1PP3/2B1NP2/PP4KP/R3R3 b - - 1 25,0,25,0
2r1k3/1p2n3/p1p4b/3p2pp/1P1PPr2/2B1NP2/PP4KP/R3R3 w - - 2 26,1,26,2
2r1k3/1p2n3/p1p4b/3p1Npp/1P1PPr2/2B2P2/PP4KP/R3R3 b - - 3 26,0,26,0
2r1k3/1p6/p1p4b/3p1npp/1P1PPr2/2B2P2/PP4KP/R3R3 w - - 0 27,1,27,2
2r1k3/1p6/p1p4b/3p1Ppp/1P1P1r2/2B2P2/PP4KP/R3R3 b - - 0 27,0,27,0
2r5/1p1k4/p1p4b/3p1Ppp/1P1P1r2/2B2P2/PP4KP/R3R3 w - - 1 28,1,28,2
2r5/1p1k4/p1p1R2b/3p1Ppp/1P1P1r2/2B2P2/PP4KP/R7 b - - 2 28,0,28,0
7r/1p1k4/p1p1R2b/3p1Ppp/1P1P1r2/2B2P2/PP4KP/R7 w - - 3 29,1,29,2
7r/1p1k4/p1p1R2b/3p1Ppp/1P1P1r2/2B2P2/PP4KP/4R3 b - - 4 29,0,29,0
5b1r/1p1k4/p1p1R3/3p1Ppp/1P1P1r2/2B2P2/PP4KP/4R3 w - - 5 30,1,30,2
5b1r/1p1k4/p1p1R3/3pRPpp/1P1P1r2/2B2P2/PP4KP/8 b - - 6 30,0,30,0
5b2/1p1k3r/p1p1R3/3pRPpp/1P1P1r2/2B2P2/PP4KP/8 w - - 7 31,1,31,2
5b2/1p1k3r/p1p1R3/3pRPpp/1P1P1r1P/2B2P2/PP4K1/8 b - - 0 31,0,31,0
8/1p1kb2r/p1p1R3/3pRPpp/1P1P1r1P/2B2P2/PP4K1/8 w - - 1 32,1,32,2
8/1p1kb2r/p1p1R3/3pRPPp/1P1P1r2/2B2P2/PP4K1/8 b - - 0 32,0,32,0
8/1p1kb2r/p1p1R3/3pRrPp/1P1P4/2B2P2/PP4K1/8 w - - 0 33,1,33,2
8/1p1kR2r/p1p5/3pRrPp/1P1P4/2B2P2/PP4K1/8 b - - 0 33,0,33,0
8/1p1kr3/p1p5/3pRrPp/1P1P4/2B2P2/PP4K1/8 w - - 0 34,1,34,2
8/1p1kr3/p1p5/3p1RPp/1P1P4/2B2P2/PP4K1/8 b - - 0 34,0,34,0
8/3kr3/ppp5/3p1RPp/1P1P4/2B2P2/PP4K1/8 w - - 0 35,1,35,2
8/3kr3/ppp3P1/3p1R1p/1P1P4/2B2P2/PP4K1/8 b - - 0 35,0,35,0
8/3k4/ppp3P1/3p1R1p/1P1P4/2B2P2/PP2r1K1/8 w - - 1 36,1,36,2
8/3k4/ppp3P1/3p1R1p/1P1P4/2B2P2/PP2r3/6K1 b - - 2 36,0,36,0
8/3k4/1pp3P1/p2p1R1p/1P1P4/2B2P2/PP2r3/6K1 w - - 0 37,1,37,2
8/3k4/1pp3P1/p2pR2p/1P1P4/2B2P2/PP2r3/6K1 b - - 1 37,0,37,0
8/3k4/1pp3P1/3pR2p/1p1P4/2B2P2/PP2r3/6K1 w - - 0 38,1,38,2
8/3k4/1pp3P1/3p3p/1p1P4/2B2P2/PP2R3/6K1 b - - 0 38,0,38,0
8/3k4/1p4P1/2pp3p/1p1P4/2B2P2/PP2R3/6K1 w - - 0 39,1,39,2
8/3k4/1p4P1/2pp3p/1p1P4/2B2P2/PP2R2K/8 b - - 1 39,0,39,0
8/2k5/1p4P1/2pp3p/1p1P4/2B2P2/PP2R2K/8 w - - 2 40,1,40,2
8/2k5/1p4P1/2pp3p/1B1P4/5P2/PP2R2K/8 b - - 0 40,0,40,0
8/2k5/1p4P1/3p3p/1B1p4/5P2/PP2R2K/8 w - - 0 41,1,41,2
8/2k5/1p4P1/3p3p/3p4/5P2/PP2R2K/4B3 b - - 1 41,0,41,0
8/3k4/1p4P1/3p3p/3p4/5P2/PP2R2K/4B3 w - - 2 42,1,42,2
8/3k2P1/1p6/3p3p/3p4/5P2/PP2R2K/4B3 b - - 0 42,0,42,0
8/3k2P1/1p6/3p4/3p3p/5P2/PP2R2K/4B3 w - - 0 43,1,43,2
8/3k2P1/1p6/3p4/3p3p/5P2/PP3R1K/4B3 b - - 1 43,0,43,0
8/2k3P1/1p6/3p4/3p3p/5P2/PP3R1K/4B3 w - - 2 44,1,44,2
8/2k3P1/1p6/3p4/3p3p/5P2/PP1B1R1K/8 b - - 3 44,0,44,0
8/6P1/1pk5/3p4/3p3p/5P2/PP1B1R1K/8 w - - 4 45,1,45,2
8/6P1/1pk4B/3p4/3p3p/5P2/PP3R1K/8 b - - 5 45,0,45,0
8/2k3P1/1p5B/3p4/3p3p/5P2/PP3R1K/8 w - - 6 46,1,46,2
8/2k3P1/1p6/3p4/3p3p/5P2/PP1B1R1K/8 b - - 7 46,0,46,0
3k4/6P1/1p6/3p4/3p3p/5P2/PP1B1R1K/8 w - - 8 47,1,47,2
3k2Q1/8/1p6/3p4/3p3p/5P2/PP1B1R1K/8 b - - 0 47,0,47,0
6Q1/2k5/1p6/3p4/3p3p/5P2/PP1B1R1K/8 w - - 1 48,1,48,2
6Q1/2k5/1p6/3p4/3p1B1p/5P2/PP3R1K/8 b - - 2 48,0,48,0
6Q1/1k6/1p6/3p4/3p1B1p/5P2/PP3R1K/8 w - - 3 49,1,49,2
6Q1/1k6/1p6/3p4/P2p1B1p/5P2/1P3R1K/8 b - - 0 49,0,49,0
6Q1/1k6/1p6/3p4/P2p1B2/5P1p/1P3R1K/8 w - - 0 50,1,50,2
1Q6/1k6/1p6/3p4/P2p1B2/5P1p/1P3R1K/8 b - - 1 50,0,50,0
1Q6/8/kp6/3p4/P2p1B2/5P1p/1P3R1K/8 w - - 2 51,1,51,2
1Q6/8/kp6/3p4/P2p4/5P1p/1P1B1R1K/8 b - - 3 51,0,51,0
1Q6/8/k7/1p1p4/P2p4/5P1p/1P1B1R1K/8 w - - 0 52,1,52,2
1Q6/8/k7/1p1p4/PP1p4/5P1p/3B1R1K/8 b - - 0 52,0,52,0
1Q6/8/k7/1p1p4/PP6/3p1P1p/3B1R1K/8 w - - 0 53,1,53,2
1Q6/8/k7/1p1p4/PP6/3p1P1p/5R1K/4B3 b - - 1 53,0,53,0
1Q6/8/k7/3p4/pP6/3p1P1p/5R1K/4B3 w - - 0 54,1,54,2
1Q6/8/k7/3p4/pP6/3p1P1p/R6K/4B3 b - - 1 54,0,54,0
1Q6/8/k7/8/pP1p4/3p1P1p/R6K/4B3 w - - 0 55,1,55,2
1Q6/8/k7/8/RP1p4/3p1P1p/7K/4B3 b - - 0 55,0,55,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,1
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0,1,1
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,1,2,1
rnbqkbnr/ppp1pppp/8/3p4/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,0,2,1
rn1qkbnr/ppp1pppp/8/3p1b2/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 3,1,3,1
rn1qkbnr/ppp1pppp/8/3p1b2/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,0,3,1
rn1qkbnr/pp2pppp/2p5/3p1b2/2PP4/4P3/PP3PPP/RNBQKBNR w KQkq - 0 4,1,4,1
rn1qkbnr/pp2pppp/2p5/3p1b2/2PP4/1Q2P3/PP3PPP/RNB1KBNR b KQkq - 1 4,0,4,1
rn2kbnr/pp2pppp/1qp5/3p1b2/2PP4/1Q2P3/PP3PPP/RNB1KBNR w KQkq - 2 5,1,5,1
rn2kbnr/pp2pppp/1Qp5/3p1b2/2PP4/4P3/PP3PPP/RNB1KBNR b KQkq - 0 5,0,5,1
rn2kbnr/1p2pppp/1pp5/3p1b2/2PP4/4P3/PP3PPP/RNB1KBNR w KQkq - 0 6,1,6,1
rn2kbnr/1p2pppp/1pp5/3P1b2/3P4/4P3/PP3PPP/RNB1KBNR b KQkq - 0 6,0,6,1
rn2kbnr/1p3ppp/1pp1p3/3P1b2/3P4/4P3/PP3PPP/RNB1KBNR w KQkq - 0 7,1,7,1
rn2kbnr/1p3ppp/1pP1p3/5b2/3P4/4P3/PP3PPP/RNB1KBNR b KQkq - 0 7,0,7,1
r3kbnr/1p3ppp/1pn1p3/5b2/3P4/4P3/PP3PPP/RNB1KBNR w KQkq - 0 8,1,8,1
r3kbnr/1p3ppp/1pn1p3/5b2/3P4/2N1P3/PP3PPP/R1B1KBNR b KQkq - 1 8,0,8,1
r3kbnr/1p3ppp/1p2p3/5b2/1n1P4/2N1P3/PP3PPP/R1B1KBNR w KQkq - 2 9,1,9,1
r3kbnr/1p3ppp/1p2p3/1B3b2/1n1P4/2N1P3/PP3PPP/R1B1K1NR b KQkq - 3 9,0,9,1
r4bnr/1p2kppp/1p2p3/1B3b2/1n1P4/2N1P3/PP3PPP/R1B1K1NR w KQ - 4 10,1,10,1
r4bnr/1p2kppp/1p2p3/1B3b2/1n1PP3/2N5/PP3PPP/R1B1K1NR b KQ - 0 10,0,10,1
r4bnr/1p2kppp/1p2p3/1B6/1n1Pb3/2N5/PP3PPP/R1B1K1NR w KQ - 0 11,1,11,1
r4bnr/1p2kppp/1p2p3/1B6/1n1PN3/8/PP3PPP/R1B1K1NR b KQ - 0 11,0,11,1
r4bnr/1p2kppp/1p2p3/1B6/3PN3/8/PPn2PPP/R1B1K1NR w KQ - 1 12,1,12,1
r4bnr/1p2kppp/1p2p3/1B6/3PN3/8/PPnK1PPP/R1B3NR b - - 2 12,0,12,1
r4bnr/1p2kppp/1p2p3/1B6/3PN3/8/PP1K1PPP/n1B3NR w - - 0 13,1,13,1
r4bnr/1p2kppp/1p2p3/1B6/3PN3/5N2/PP1K1PPP/n1B4R b - - 1 13,0,13,1
r4bnr/1p2k1pp/1p2pp2/1B6/3PN3/5N2/PP1K1PPP/n1B4R w - - 0 14,1,14,1
r4bnr/1p2k1pp/1p2pp2/1B6/3P4/2N2N2/PP1K1PPP/n1B4R b - - 1 14,0,14,1
r4bnr/1p2k2p/1p2pp2/1B4p1/3P4/2N2N2/PP1K1PPP/n1B4R w - - 0 15,1,15,1
r4bnr/1p2k2p/1p2pp2/1B4p1/3P4/2N2N2/PP3PPP/n1BK3R b - - 1 15,0,15,1
r4bnr/1p2k2p/1p2pp2/1B6/3P2p1/2N2N2/PP3PPP/n1BK3R w - - 0 16,1,16,1
r4bnr/1p2k2p/1p2pp2/1B6/3P2pN/2N5/PP3PPP/n1BK3R b - - 1 16,0,16,1
3r1bnr/1p2k2p/1p2pp2/1B6/3P2pN/2N5/PP3PPP/n1BK3R w - - 2 17,1,17,1
3r1bnr/1p2k2p/1p2pp2/1B6/3P2pN/2N5/PP3PPP/n1BKR3 b - - 3 17,0,17,1
3r1bnr/1p3k1p/1p2pp2/1B6/3P2pN/2N5/PP3PPP/n1BKR3 w - - 4 18,1,18,1
3r1bnr/1p3k1p/1p2pp2/1B6/3P2pN/8/PP2NPPP/n1BKR3 b - - 5 18,0,18,1
3r1b1r/1p2nk1p/1p2pp2/1B6/3P2pN/8/PP2NPPP/n1BKR3 w - - 6 19,1,19,1
3r1b1r/1p2nk1p/1p2pp2/1B6/3P2pN/4B3/PP2NPPP/n2KR3 b - - 7 19,0,19,1
2nr1b1r/1p3k1p/1p2pp2/1B6/3P2pN/4B3/PP2NPPP/n2KR3 w - - 8 20,1,20,1
2nr1b1r/1p3k1p/1p2pp2/8/3P2pN/3BB3/PP2NPPP/n2KR3 b - - 9 20,0,20,1
2nr3r/1p3k1p/1p2pp2/8/1b1P2pN/3BB3/PP2NPPP/n2KR3 w - - 10 21,1,21,1
2nr3r/1p3k1p/1p2pp2/8/1b1P2pN/3BB3/PP2NPPP/n2K1R2 b - - 11 21,0,21,1
2nr3r/1p3k1p/4pp2/1p6/1b1P2pN/3BB3/PP2NPPP/n2K1R2 w - - 0 22,1,22,1
2nr3r/1p3k1p/4pp2/1p6/1b1P2pN/3BBP2/PP2N1PP/n2K1R2 b - - 0 22,0,22,1
3r3r/1p3k1p/1n2pp2/1p6/1b1P2pN/3BBP2/PP2N1PP/n2K1R2 w - - 1 23,1,23,1
3r3r/1p3k1p/1n2pp2/1B6/1b1P2pN/4BP2/PP2N1PP/n2K1R2 b - - 0 23,0,23,1
3r3r/1p3k1p/4pp2/1B1n4/1b1P2pN/4BP2/PP2N1PP/n2K1R2 w - - 1 24,1,24,1
3r3r/1p3k1p/4pp1B/1B1n4/1b1P2pN/5P2/PP2N1PP/n2K1R2 b - - 2 24,0,24,1
3r3r/1p3k1p/4pp1B/1B1n4/1b1P3N/5Pp1/PP2N1PP/n2K1R2 w - - 0 25,1,25,1
3r3r/1p3k1p/4pp1B/1B1n4/1b1P3N/5Pp1/PP2N1PP/n2K3R b - - 1 25,0,25,1
2r4r/1p3k1p/4pp1B/1B1n4/1b1P3N/5Pp1/PP2N1PP/n2K3R w - - 2 26,1,26,1
2r4r/1p3k1p/4pp1B/3n4/1b1P3N/3B1Pp1/PP2N1PP/n2K3R b - - 3 26,0,26,1
2r4r/1p3k1p/4pp1B/3n4/1b1P3N/3B1P2/PP2N1Pp/n2K3R w - - 0 27,1,27,1
2r4r/1p3k1p/4pp1B/3n4/1b1P3N/3B1PP1/PP2N2p/n2K3R b - - 0 27,0,27,1
7r/1pr2k1p/4pp1B/3n4/1b1P3N/3B1PP1/PP2N2p/n2K3R w - - 1 28,1,28,1
7r/1pr2k1p/4pp1B/3n4/1b1P3N/5PP1/PP2N2p/nB1K3R b - - 2 28,0,28,1
7r/2r2k1p/4pp1B/1p1n4/1b1P3N/5PP1/PP2N2p/nB1K3R w - - 0 29,1,29,1
7r/2r2k1p/4pp1B/1p1n4/1b1P4/5PP1/PP2N1Np/nB1K3R b - - 1 29,0,29,1
2r5/2r2k1p/4pp1B/1p1n4/1b1P4/5PP1/PP2N1Np/nB1K3R w - - 2 30,1,30,1
2r5/2r2k1p/4pp1B/1p1n4/1b1P4/5PP1/PP2N1NR/nB1K4 b - - 0 30,0,30,1
2r5/2r2k1p/4pp1B/1p1n4/1b1P4/5PP1/PPn1N1NR/1B1K4 w - - 1 31,1,31,1
2r5/2r2k1p/4pp1B/1p1n4/1b1P4/P4PP1/1Pn1N1NR/1B1K4 b - - 0 31,0,31,1
2r5/2r2k1p/4pp1B/bp1n4/3P4/P4PP1/1Pn1N1NR/1B1K4 w - - 1 32,1,32,1
2r5/2r2k1p/4pp2/bp1n4/3P4/P4PP1/1PnBN1NR/1B1K4 b - - 2 32,0,32,1
2r5/2r2k1p/4pp2/1p1n4/3P4/P4PP1/1PnbN1NR/1B1K4 w - - 0 33,1,33,1
2r5/2r2k1p/4pp2/1p1n4/3P2P1/P4P2/1PnbN1NR/1B1K4 b - - 0 33,0,33,1
2r5/2r2k1p/4pp2/1p1n4/3P2P1/P4P2/1Pn1N1NR/1BbK4 w - - 1 34,1,34,1
2r5/2r2k1R/4pp2/1p1n4/3P2P1/P4P2/1Pn1N1N1/1BbK4 b - - 0 34,0,34,1
2r3k1/2r4R/4pp2/1p1n4/3P2P1/P4P2/1Pn1N1N1/1BbK4 w - - 1 35,1,35,1
2r3k1/2R5/4pp2/1p1n4/3P2P1/P4P2/1Pn1N1N1/1BbK4 b - - 0 35,0,35,1
6k1/2r5/4pp2/1p1n4/3P2P1/P4P2/1Pn1N1N1/1BbK4 w - - 0 36,1,36,1
6k1/2r5/4pp2/1p1n4/3P2P1/P4P2/1PB1N1N1/2bK4 b - - 0 36,0,36,1
6k1/2r5/4pp1b/1p1n4/3P2P1/P4P2/1PB1N1N1/3K4 w - - 1 37,1,37,1
6k1/2r5/4pp1b/1p1n4/3P1PP1/P7/1PB1N1N1/3K4 b - - 0 37,0,37,1
6k1/6r1/4pp1b/1p1n4/3P1PP1/P7/1PB1N1N1/3K4 w - - 1 38,1,38,1
6k1/6r1/4pp1b/1p1n4/3P1PP1/PB6/1P2N1N1/3K4 b - - 2 38,0,38,1
8/6rk/4pp1b/1p1n4/3P1PP1/PB6/1P2N1N1/3K4 w - - 3 39,1,39,1
8/6rk/4pp1b/1p1n4/3P1PP1/PB6/1P1KN1N1/8 b - - 4 39,0,39,1
8/2n3rk/4pp1b/1p6/3P1PP1/PB6/1P1KN1N1/8 w - - 5 40,1,40,1
